division,line,borough,stop_name,complex_id,constituent_station_name,station_id,gtfs_stop_id,daytime_routes,entrance_type,entry_allowed,exit_allowed,entrance_latitude,entrance_longitude,entrance_georeference,stationlatitude,entity,daytimeroutes,vending,entrancegeoreference,northsouthstreet,entrancetype,entrancelongitude,staffing,stationname,stationgeoreference,corner,ts,exitonly,entrancelatitude,eastweststreet,uuid,stationlongitude
BMT,4th Av,B,45 St,33,45 St,33,R39,R,Stair,YES,YES,40.6494326,-74.0097327,"{""type"":""Point"",""coordinates"":[-74.0097327,40.6494326]}",,,R,,"[-74.0097327,40.6494326]",,Stair,-74.0097327,,,,,1750898815185,,40.6494326,,c684a53f-5df9-457e-9e18-3e70c2fa454c,
BMT,4th Av,B,45 St,33,45 St,33,R39,R,Stair,YES,YES,40.6495617,-74.0096026,"{""type"":""Point"",""coordinates"":[-74.0096026,40.6495617]}",,,R,,"[-74.0096026,40.6495617]",,Stair,-74.0096026,,,,,1750898815186,,40.6495617,,7b776492-1ed6-493c-886a-e26260e646d7,
BMT,4th Av,B,45 St,33,45 St,33,R39,R,Stair,YES,YES,40.6492747,-74.009461,"{""type"":""Point"",""coordinates"":[-74.009461,40.6492747]}",,,R,,"[-74.009461,40.6492747]",,Stair,-74.009461,,,,,1750898815187,,40.6492747,,ce871692-8054-43d4-a408-aa6cfdd285a5,
BMT,4th Av,B,45 St,33,45 St,33,R39,R,Stair,YES,YES,40.6494028,-74.0093232,"{""type"":""Point"",""coordinates"":[-74.0093232,40.6494028]}",,,R,,"[-74.0093232,40.6494028]",,Stair,-74.0093232,,,,,1750898815189,,40.6494028,,37085d7f-e00c-4c16-8e9c-2676178915f6,
BMT,4th Av,B,53 St,34,53 St,34,R40,R,Stair,YES,YES,40.6446672,-74.014688,"{""type"":""Point"",""coordinates"":[-74.014688,40.6446672]}",,,R,,"[-74.014688,40.6446672]",,Stair,-74.014688,,,,,1750898815193,,40.6446672,,16566b51-8d82-453c-a401-60fd17328abc,
BMT,4th Av,B,53 St,34,53 St,34,R40,R,Stair,YES,YES,40.6447641,-74.0145927,"{""type"":""Point"",""coordinates"":[-74.0145927,40.6447641]}",,,R,,"[-74.0145927,40.6447641]",,Stair,-74.0145927,,,,,1750898815194,,40.6447641,,d14c1890-c697-4889-8c6c-c491dfd265d7,
BMT,4th Av,B,53 St,34,53 St,34,R40,R,Stair,YES,YES,40.6445032,-74.0144244,"{""type"":""Point"",""coordinates"":[-74.0144244,40.6445032]}",,,R,,"[-74.0144244,40.6445032]",,Stair,-74.0144244,,,,,1750898815194,,40.6445032,,29ccbfbb-f39d-4059-985b-7900c6134310,
BMT,4th Av,B,53 St,34,53 St,34,R40,R,Stair,YES,YES,40.644601,-74.014309,"{""type"":""Point"",""coordinates"":[-74.014309,40.644601]}",,,R,,"[-74.014309,40.644601]",,Stair,-74.014309,,,,,1750898815195,,40.644601,,ef107929-6120-4e60-8dc0-7fe995f7c0eb,
BMT,4th Av,B,53 St,34,53 St,34,R40,R,Stair,YES,YES,40.6456266,-74.01369,"{""type"":""Point"",""coordinates"":[-74.01369,40.6456266]}",,,R,,"[-74.01369,40.6456266]",,Stair,-74.01369,,,,,1750898815196,,40.6456266,,e266d3fa-3ddd-44de-a125-da7917e68266,
BMT,4th Av,B,59 St,35,59 St,35,R41,N R,Stair,YES,YES,40.6406896,-74.0188637,"{""type"":""Point"",""coordinates"":[-74.0188637,40.6406896]}",,,N R,,"[-74.0188637,40.6406896]",,Stair,-74.0188637,,,,,1750898815196,,40.6406896,,bf940132-abd8-44c0-af1c-73e4a981f58a,
BMT,4th Av,B,59 St,35,59 St,35,R41,N R,Stair,YES,YES,40.640491,-74.0185665,"{""type"":""Point"",""coordinates"":[-74.0185665,40.640491]}",,,N R,,"[-74.0185665,40.640491]",,Stair,-74.0185665,,,,,1750898815198,,40.640491,,f0b9fb3c-5cd6-4aa2-9cff-ed0ae02a77b1,
BMT,4th Av,B,59 St,35,59 St,35,R41,N R,Stair,YES,YES,40.6416248,-74.0178508,"{""type"":""Point"",""coordinates"":[-74.0178508,40.6416248]}",,,N R,,"[-74.0178508,40.6416248]",,Stair,-74.0178508,,,,,1750898815198,,40.6416248,,3f035d9f-3497-4a1e-9434-5b27d6ea9341,
BMT,4th Av,B,59 St,35,59 St,35,R41,N R,Elevator,YES,YES,40.6417413,-74.0177502,"{""type"":""Point"",""coordinates"":[-74.0177502,40.6417413]}",,,N R,,"[-74.0177502,40.6417413]",,Elevator,-74.0177502,,,,,1750898815199,,40.6417413,,a0cb8cc2-fe6f-4c4a-965c-632472556ddd,
BMT,4th Av,B,59 St,35,59 St,35,R41,N R,Stair,YES,YES,40.6414668,-74.0175533,"{""type"":""Point"",""coordinates"":[-74.0175533,40.6414668]}",,,N R,,"[-74.0175533,40.6414668]",,Stair,-74.0175533,,,,,1750898815199,,40.6414668,,94d791ad-2765-48ac-8ad4-f98d1eea4577,
BMT,4th Av,B,59 St,35,59 St,35,R41,N R,Stair,YES,YES,40.6415691,-74.017435,"{""type"":""Point"",""coordinates"":[-74.017435,40.6415691]}",,,N R,,"[-74.017435,40.6415691]",,Stair,-74.017435,,,,,1750898815200,,40.6415691,,0f4a138d-9495-440f-ba1a-5b401f27b276,
BMT,4th Av,B,Bay Ridge Av,36,Bay Ridge Av,36,R42,R,Stair,YES,YES,40.634827,-74.02358,"{""type"":""Point"",""coordinates"":[-74.02358,40.634827]}",,,R,,"[-74.02358,40.634827]",,Stair,-74.02358,,,,,1750898815201,,40.634827,,51923042-36d7-4899-8837-0d9f2e988a50,
BMT,4th Av,B,Bay Ridge Av,36,Bay Ridge Av,36,R42,R,Stair,YES,YES,40.634768,-74.023339,"{""type"":""Point"",""coordinates"":[-74.023339,40.634768]}",,,R,,"[-74.023339,40.634768]",,Stair,-74.023339,,,,,1750898815202,,40.634768,,dfc4e681-fdaa-4b05-93e9-d5f7a263fc83,
BMT,4th Av,B,Bay Ridge Av,36,Bay Ridge Av,36,R42,R,Stair,YES,YES,40.635484,-74.0233079,"{""type"":""Point"",""coordinates"":[-74.0233079,40.635484]}",,,R,,"[-74.0233079,40.635484]",,Stair,-74.0233079,,,,,1750898815203,,40.635484,,cfdbe00c-d0bc-4ea7-8ddb-13802d87c670,
BMT,4th Av,B,77 St,37,77 St,37,R43,R,Stair,YES,YES,40.6295183,-74.025749,"{""type"":""Point"",""coordinates"":[-74.025749,40.6295183]}",,,R,,"[-74.025749,40.6295183]",,Stair,-74.025749,,,,,1750898815213,,40.6295183,,9c52c3f7-88a3-452e-8a6e-4f1c0e7ccf8c,
BMT,4th Av,B,77 St,37,77 St,37,R43,R,Stair,YES,YES,40.6294674,-74.0255076,"{""type"":""Point"",""coordinates"":[-74.0255076,40.6294674]}",,,R,,"[-74.0255076,40.6294674]",,Stair,-74.0255076,,,,,1750898815214,,40.6294674,,f70699f0-efbb-4f6f-bc97-2e101e4af072,
BMT,4th Av,B,86 St,38,86 St,38,R44,R,Stair,YES,YES,40.6226535,-74.0285564,"{""type"":""Point"",""coordinates"":[-74.0285564,40.6226535]}",,,R,,"[-74.0285564,40.6226535]",,Stair,-74.0285564,,,,,1750898815214,,40.6226535,,0e2a7c96-db4f-4605-8e43-e755624944b9,
BMT,4th Av,B,86 St,38,86 St,38,R44,R,Stair,YES,YES,40.622583,-74.028315,"{""type"":""Point"",""coordinates"":[-74.028315,40.622583]}",,,R,,"[-74.028315,40.622583]",,Stair,-74.028315,,,,,1750898815215,,40.622583,,ad434f3f-9102-4a49-a76d-23eb235dc03a,
BMT,4th Av,B,86 St,38,86 St,38,R44,R,Stair,YES,YES,40.623498,-74.028204,"{""type"":""Point"",""coordinates"":[-74.028204,40.623498]}",,,R,,"[-74.028204,40.623498]",,Stair,-74.028204,,,,,1750898815216,,40.623498,,683393f3-140c-4eb5-9cb1-6666fcc23506,
BMT,4th Av,B,86 St,38,86 St,38,R44,R,Stair,NO,YES,40.6302302,-74.0254577,"{""type"":""Point"",""coordinates"":[-74.0254577,40.6302302]}",,,R,,"[-74.0254577,40.6302302]",,Stair,-74.0254577,,,,,1750898815217,,40.6302302,,000cc52b-82f6-4ef8-8ba7-f8353448fc80,
