id,speed,travel_time,status,data_as_of,link_id,link_points,encoded_poly_line,encoded_poly_line_lvls,owner,transcom_id,borough,link_name,ts,uuid
399,9.32,260,0,2025-06-24T11:39:08.000,4456452,"40.8011005,-73.92846 40.80151,-73.93066 40.8014,-73.93111 40.8012304,-73.93129 40.80096,-73.93141 40.8007405,-73.93133 40.800501,-73.93106 40.80026,-73.93057 40.81,-73.93002 40.7997606,-73.92972 40.7994205,-73.929511 40.79901,-73.92945 40.79771,-73.929341","{}_xFzcfbMqAvLTxA`@b@t@Vj@On@u@n@aBp@mBp@{@bAi@pAKbGUjCErBTvBf@dB\\\\|@rAdAf@v@tAnC",BBBBBBBBBBBBBBBBBBBB,MTA Bridges & Tunnels,4456452,Manhattan,TBB W - FDR S MANHATTAN TRUSS - E116TH STREET,1750780884334,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
376,0,0,-101,2025-06-24T11:39:08.000,4616192,"40.61052,-74.09769 40.610561,-74.09586 40.6102405,-74.093881 40.60983,-74.09251 40.60698,-74.08574 40.6065004,-74.083851 40.60616,-74.081781 40.60596,-74.076011 40.6054704,-74.073421 40.60389,-74.06922",wvzvFnegcMGmJ~@kKpAoGxPki@~AyJbA}Kf@ac@`BeOzHgY,BBBBBBBBBB,NYC_DOT_LIC,4616192,Staten Island,SIE E CLOVE ROAD - FINGERBOARD ROAD,1750780884334,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
375,0,0,-101,2025-06-24T11:39:08.000,4616193,"40.61052,-74.09769 40.6101,-74.10893 40.61028,-74.1105 40.61097,-74.113 40.6110705,-74.115671 40.61079,-74.11726 40.60938,-74.12241 40.6084306,-74.127401 40.60804,-74.13212","wvzvFpegcMrAfeAc@vHiCtNSrOv@\\\\|HxGf_@\\\\|Db^lAp\\",BBBBBBBBB,NYC_DOT_LIC,4616193,Staten Island,SIE E BRADLEY AVENUE - CLOVE ROAD,1750780884334,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
377,52.19,75,0,2025-06-24T11:39:08.000,4616195,"40.61486,-74.15738 40.60931,-74.15012 40.60846,-74.14847 40.6079,-74.146831 40.60764,-74.14555 40.6074906,-74.14404 40.60757,-74.1409","{q{vFrzrcMta@kl@hDiInBiIr@}F\\mHOsR",BBBBBBB,NYC_DOT_LIC,4616195,Staten Island,SIE E RICHMOND AVENUE - WOOLEY AVENUE,1750780884334,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
378,52.19,51,0,2025-06-24T11:39:08.000,4616197,"40.6210105,-74.168861 40.6207604,-74.168 40.6182105,-74.162381 40.6154,-74.15806 40.6149404,-74.15748","ix\\\\|vFjbucMp@kD\\\\|Ncb@pP_ZzAsB",BBBBB,NYC_DOT_LIC,4616197,Staten Island,SIE E SOUTH AVENUE - RICHMOND AVENUE,1750780884334,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
435,57.78,105,0,2025-06-24T11:39:08.000,4616198,"40.62102,-74.168861 40.6212304,-74.16992 40.6212304,-74.170961 40.6206306,-74.173561 40.6197105,-74.175091 40.6188605,-74.17597 40.61693,-74.1773 40.60685,-74.183361 40.60437,-74.18531 40.6020904,-74.187711","kx\\\\|vFjbucMi@rE?nEvBfOvDpHhDnD`KhG~}@zd@nNdKfM~M",BBBBBBBBBB,NYC_DOT_LIC,4616198,Staten Island,WSE N-SIE E SOUTH AVENUE - SOUTH AVENUE,1750780884334,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
384,50.33,138,0,2025-06-24T11:39:08.000,4616199,"40.60213,-74.187981 40.60504,-74.185 40.60687,-74.183601 40.6098,-74.181981 40.6157705,-74.17837 40.61719,-74.177821 40.61921,-74.177141 40.620791,-74.175571 40.62154,-74.174191 40.6218804,-74.17309 40.6220405,-74.17158 40.62189,-74.17091 40.6211906,-74.1","ibyvFzyxcMeQsQmJwGiQcIid@qU{GmBsKgC{HyHuCsGcA{E_@mH\\eCjCoLaCxK",BBBBBBBBBBBBBB,NYC_DOT_LIC,4616199,Staten Island,SIE W - WSE S SOUTH AVENUE - SOUTH AVENUE,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
387,39.76,148,0,2025-06-24T11:39:08.000,4616206,"40.61072,-74.097911 40.61075,-74.09627 40.61061,-74.09465 40.61021,-74.09299 40.6096804,-74.09162 40.6084106,-74.08862 40.6072205,-74.08561 40.6067904,-74.08435 40.6064805,-74.082591 40.60636,-74.0809 40.6062606,-74.07679 40.60607,-74.07518 40.6056106,-74","_xzvF\\\\|fgcMEgIZcInAkIhBqG\\\\|FwQlFyQtA{F\\\\|@_JVqIRuXd@aIzAyKrByItDoM",BBBBBBBBBBBBBBB,NYC_DOT_LIC,4616206,Staten Island,SIE W FINGERBOARD ROAD - CLOVE ROAD,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
390,56.54,69,0,2025-06-24T11:39:08.000,4616209,"40.6152105,-74.157401 40.61231,-74.15362 40.60952,-74.149961 40.60882,-74.14878 40.6083206,-74.147561 40.6078705,-74.14574 40.60772,-74.14416 40.6077805,-74.14091","at{vFvzrcMbQsVlP{UjCkFbBsFxAkJ\\{HKiS",BBBBBBBB,NYC_DOT_LIC,4616209,Staten Island,SIE W WOOLEY AVENUE - RICHMOND AVENUE,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
351,43.49,123,0,2025-06-24T11:39:08.000,4616210,"40.63092,-74.14592 40.62975,-74.14593 40.62877,-74.14579 40.6279506,-74.145671 40.62713,-74.145681 40.62637,-74.14586 40.6254205,-74.14618 40.6247506,-74.146381 40.6241006,-74.146661 40.6234004,-74.14704 40.6226006,-74.147501 40.6217506,-74.148181 40.6208","gv~vF~rpcMhF@bE[bDWbD@vCb@\\\\|D~@dCf@`Cv@jCjA~CzAhDfCrDjDfJ~IhDhDxB~AlDlBdEdArDp@jC\\\\|Bt@zBCjDeB~DgAzA",BBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616210,Staten Island,MLK S - SIE W WALKER STREET - RICHMOND AVENUE,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
388,50.33,56,0,2025-06-24T11:39:08.000,4616211,"40.6151706,-74.15738 40.61739,-74.16056 40.6205405,-74.16683 40.6209604,-74.16791 40.6210504,-74.168191 40.6211906,-74.16874",ys{vFrzrcM{LzRuRdf@sAvEQv@[lB,BBBBBB,NYC_DOT_LIC,4616211,Staten Island,SIE W RICHMOND AVENUE - SOUTH AVENUE,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
382,0,0,-101,2025-06-24T11:39:08.000,4616216,"40.63089,-74.14569 40.6298,-74.14569 40.62883,-74.14556 40.62805,-74.145451 40.6272105,-74.14546 40.62642,-74.1456 40.6255106,-74.14595 40.6247904,-74.14614 40.6241404,-74.146441 40.6234004,-74.146791 40.6226205,-74.14725 40.6217004,-74.147961 40.61916,-7","av~vFpqpcMxE?`EYzCUfD@\\\\|CZtDdAnCd@`Cz@rCdAzCzAvDlCzNlNfEfEbChBhD~AjJnBnVzDtA]\\\\|@cBD_Bq@qAaBD",BBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616216,Staten Island,SIE E-MLK N RICHMOND AVENUE - WALKER STREET,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
154,8.69,457,0,2025-06-24T11:39:08.000,4616229,"40.6757405,-74.00126 40.6765204,-74.0018 40.67817,-74.003221 40.67864,-74.003471 40.67925,-74.0036 40.6796,-74.00358 40.68003,-74.003441 40.6806205,-74.003161 40.68153,-74.00273 40.6853005,-74.891 40.68726,-73.999951 40.6892405,-73.99899 40.68972,-73.9988",kngwFzjtbM{CjBiIzG}Ap@yBXeACuA[uBw@uDuAqVoJgK{DkK_E_Ba@yBEuBj@eCt@,BBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616229,Brooklyn,BQE S - GOW S ALTANTIC AVENUE - 9TH STREET,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
295,57.78,77,0,2025-06-24T11:39:08.000,4616250,"40.84064,-73.83831 40.83881,-73.83853 40.8346304,-73.83839 40.83261,-73.83804 40.83066,-73.837521 40.8280704,-73.83668 40.82495,-73.836211",_ugxFlptaMlJj@bY[rKeAdKgBdOgDnR}A,BBBBBBB,NYC_DOT_LIC,4616250,Bronx,HRP N LAFAYETTE AVENUE - E TREMONT AVENUE,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
338,0,0,-101,2025-06-24T11:39:08.000,4616255,"40.81376,-73.93128 40.8127206,-73.9316 40.8121104,-73.93169 40.81148,-73.93161 40.81091,-73.931261 40.81044,-73.93079 40.8082604,-73.927901 40.80772,-73.9269 40.80653,-73.923971 40.80503,-73.92024 40.8037906,-73.917471 40.8036,-73.916931 40.803411,-73.915","_mbxFnufbMnE~@xBP\\\\|BOpBeA\\\\|A}ArLaQjBgElFiQjHiVvFiPd@kBd@_EB{DQcBi@uB{@cCcEmL??wCcI_AyCgEwMo@wAa^{j@eGiJcAiAyB}Bya@gc@_A{@sFgJcC}CK_@cGm{@uAmS",BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616255,Bronx,MDE N RFK Bridge - 142nd St,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
427,7.45,1185,0,2025-06-24T11:39:08.000,4616259,"40.7279205,-73.83298 40.7268904,-73.83239 40.72639,-73.832001 40.7257505,-73.83126 40.724951,-73.830031 40.724301,-73.829141 40.7236905,-73.82848 40.7229,-73.827801 40.7209605,-73.826541 40.7204005,-73.82634 40.71958,-73.82621 40.718861,-73.82634 40.71746","otqwFbosaMlEuBbBmA~BsC~CuF`CqDxBcC\\\\|CgCbK{FnBg@bDYnCXvGb@lADvAA~AUhBm@zA{@vCsCzB_BtEkDzIuKxAiBnGcFbHuDpPaIlN_F",BBBBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616259,Queens,VWE S MP6.39 (Exit 11 Jewel Ave) - MP4.63 (Exit 6 Jamaica Ave),1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
157,11.18,1368,0,2025-06-24T11:39:08.000,4616271,"40.69158,-73.99929 40.69221,-73.999531 40.69286,-73.99952 40.69335,-73.999361 40.69411,-73.99907 40.6950804,-73.998591 40.6974105,-73.997481 40.69959,-73.99644 40.6998306,-73.996271 40.70022,-73.9959 40.70053,-73.995471 40.7008805,-73.9949 40.70116,-73.99","kqjwFp~sbM}Bn@aCAaB_@wCy@aE_BqM}EsLoEo@a@mAiA}@uAeAqBw@mB{@_Di@sDKkC?uCLeC^sF`A{LZ}B\\{An@{A`A{AdCmCx@_AfGaHnCuC\\\\|@eAlAsC\\oBN{CnBsuAQmDc@yBiAeCkBeBoDeAeMqCaGyBsEyByN_HcKyE}KqFgFaCkDq@uCoAaC_B{DmEeCyCaKyMyIkO",BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616271,Brooklyn,BQE S LEONARD STREET - ATLANTIC AVENUE,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
426,6.21,1031,0,2025-06-24T11:39:08.000,4616272,"40.7024204,-73.816481 40.700841,-73.815751 40.69726,-73.81382 40.6959105,-73.812981 40.68863,-73.808861 40.6775105,-73.803261 40.67445,-73.80181",culwF~gpaMzHqCjUaKlGgDnl@wXndA_b@bRaH,BBBBBBB,NYC_DOT_LIC,4616272,Queens,VWE S MP4.63 (Exit 6 Jamaica Ave) - MP2.66 (Exit 2 Roackaway Blvd),1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
425,6.21,1620,0,2025-06-24T11:39:08.000,4616276,"40.67445,-73.80181 40.67374,-73.80154 40.6726106,-73.801301 40.6708206,-73.80123 40.66752,-73.801481 40.66479,-73.802321 40.66407,-73.802511 40.6633405,-73.80229 40.6627104,-73.80149 40.66255,-73.800541 40.6627104,-73.799771 40.6631406,-73.799051 40.66481","ifgwFhlmaMlCu@`Fo@dJMrSp@`PfDnCd@pCk@\\\\|B_D^}D_@yCuAoCmIuEsCmEs@sCc@_GYyLaAa^uDuaAKqMLyT\\mJ`Dij@",BBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616276,Queens,VWE S MP2.66 (Exit 2 Rockaway Blvd) - Belt Pkwy E 182nd St,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
422,10.56,834,-101,2025-06-24T11:39:08.000,4616298,"40.7278806,-73.832761 40.7270705,-73.83231 40.7265105,-73.831911 40.72603,-73.8314 40.724771,-73.829501 40.72428,-73.82886 40.72379,-73.828341 40.72326,-73.827851 40.7224605,-73.82729 40.721951,-73.82696 40.7215205,-73.826681 40.7209605,-73.826371 40.7204","gtqwFvmsaM`DyAnBoA~AeBzF{J`B_C`BgBhBaB~CoBdBaAtAw@nB}@\\\\|Ac@pAOx@Ez@AfCNj@Bh@LhDRtAExAQhA[x@Y~AcAxE}DbBeAjAg@t@Ur@c@tJgLlAwAdAy@t@q@jEcDvC_B\\\\|EeCp@a@x@_@bMwFtBq@xGcC",BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616298,Queens,VWE N MP4.63 (Exit 6 - Jamaica Ave) - MP6.39 (Exit 11 Jewel Ave),1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
423,50.33,106,0,2025-06-24T11:39:08.000,4616299,"40.7624804,-73.839391 40.76191,-73.839121 40.76153,-73.83892 40.76122,-73.83879 40.7609604,-73.838721 40.76061,-73.838681 40.76024,-73.83869 40.7587705,-73.83884 40.75845,-73.838811 40.7581404,-73.838771 40.7558805,-73.838371 40.75522,-73.8382 40.75473,-7","olxwFdwtaMpBu@jAg@\\\\|@Yr@MdAGhA@dH\\~@E\\\\|@GbMoAbCa@`Be@\\\\|Aq@`EaCvMeI\\\\|BqAbAa@vA_@dAMhAGjA@jAL\\\\|@N\\\\|Aj@tBhA~BlBnFnEp@^xAr@vCh@jDJ~AIdAO`GiApFgAvCc@~Qy@rC[nBi@lCeAjKmEpNcGjEkB",BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616299,Queens,VWE N MP6.39 (Exit 11 Jewel Ave) - MP8.65 (Exit 13 Northern Blvd),1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
424,50.33,105,0,2025-06-24T11:39:08.000,4616300,"40.77125,-73.833351 40.77065,-73.834421 40.77006,-73.8354 40.769341,-73.83641 40.76874,-73.836931 40.7679705,-73.837601 40.7672504,-73.83798 40.7659105,-73.83889 40.76558,-73.839031 40.7650104,-73.83937 40.7646304,-73.83955 40.764281,-73.83965 40.76377,-7",iczwFlqsaMvBtEtBbEnChEvBfBxCdCnCjAjGtD`AZpBbAjAb@dARdBLnACz@MtBo@,BBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616300,Queens,VWE N MP8.64 (Exit 13 Northern Blvd) - Whitestone Expwy Exit 14 (Linden Pl),1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
165,57.78,49,0,2025-06-24T11:39:08.000,4616305,"40.81477,-73.83629 40.81611,-73.83627 40.8178404,-73.83601 40.8202405,-73.83589 40.823961,-73.83607 40.82513,-73.83624",isbxFxctaMkGCyIs@_NWgVb@iF`@,BBBBBB,NYC_DOT_LIC,4616305,Bronx,BWB N Toll Plaza - HRP N Lafayatte Ave,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
207,42.25,179,0,2025-06-24T11:39:08.000,4616352,"40.71426,-73.729261  40.7136604,-73.7292  40.7123906,-73.728861  40.71038,-73.72795  40.7091206,-73.72763  40.69798,-73.72709  40.6909405,-73.72678  40.6900905,-73.72678  40.68932,-73.72673  40.687321,-73.72641  40.68526,-73.726341  40.68526,-73.72634  40","c_owFzf_aMvBK\\\\|FcApKuDzF_ArdAkB~j@}@hD?xCInK_AzKM??xCLhDr@",BBBBBBBBBBBBBB,NYC_DOT_LIC,4616352,Queens,CIP S Hempstead Tpk - Laurelton Pkwy @ SSP,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
331,24.23,323,0,2025-06-24T11:39:08.000,4616353,"40.68331006,-73.72663 40.68361,-73.72646 40.68417,-73.726 40.68465005,-73.72547 40.68503005,-73.72495 40.68503005,-73.72495 40.68523004,-73.72472 40.6857301,-73.72444 40.68613006,-73.7243301 40.68663,-73.7244 40.68687006,-73.7245201 40.68726,-73.72485 40.","u}hwFlv~`M{@a@oB{A_BiBkAgB??g@m@cBw@oAUcBLo@VmA`AoEtEcBfAoBj@U???wI\\gD?_b@z@m`AjAyERaC\\{DfAoDxA",BBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616353,Queens,Laurelton Pkwy N @ SSP - CIP N Hempstead Tpk,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
332,42.25,217,0,2025-06-24T11:39:08.000,4616354,"40.683644,-73.72667001  40.68314,-73.72692  40.681365,-73.72806  40.678944,-73.72983  40.678236,-73.73047001  40.67642,-73.73234001  40.67526,-73.7334  40.673794,-73.73464001  40.672886,-73.73533  40.668966,-73.73805  40.668534,-73.73831  40.66749,-73.739",w_iwFtv~`MbBp@bJbFbN`JlC~BhJtJfFrEdHvFtDhCnW~OtAp@nE~CfB`BjBvBlCxGXlALrB}@xXCby@KpDyBva@,BBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616354,Queens,Laurelton Pkwy S @ SSP - Belt Pkwy W 182nd St,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
169,24.23,380,0,2025-06-24T11:39:08.000,4616355,"40.66639,-73.76248 40.66579,-73.75706 40.66574,-73.7563 40.66571,-73.7494 40.66542,-73.74244 40.66552,-73.74173 40.66564,-73.74133 40.66592,-73.74068 40.6661,-73.74033 40.66662,-73.73964 40.6671,-73.73915 40.66821,-73.7382 40.67221,-73.73551 40.6737,-73.7",}sewFnveaMvB{`@HwCDcj@x@oj@SmCWoAw@aCc@eAgBiC_BaB}E}D_XyOiHeFeIwGgTeS_TwMsFsCWE,BBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616355,Queens,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
171,6.21,1838,0,2025-06-24T11:39:08.000,4616357,"40.66673,-73.78649 40.66642,-73.78958 40.66642,-73.78958 40.66642,-73.790421 40.6665006,-73.79161 40.666771,-73.793241 40.666771,-73.793241 40.6667404,-73.796111 40.6667404,-73.796111 40.6667205,-73.799361 40.6668105,-73.799681 40.6669706,-73.79989 40.666","avewFpljaM\\\\|@hR???fDOlFu@dI??D\\\\|P??BhSQ~@_@h@??uDdDcAf@}ANiEQkIG??{GXeC^gBj@EH??qQlGiSvHuC\\\\|@u]bNwd@jTwQfI{K`GkPxHqPlG",BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616357,Queens,Belt Pkwy W JFK Expressway - VWE N Jamaica Ave,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
213,34.17,68,0,2025-06-24T11:39:04.000,4456450,"40.80069,-73.92878 40.8013005,-73.930181 40.8014104,-73.93057 40.80143,-73.93084 40.80133,-73.93106 40.8011404,-73.931261 40.80084,-73.931271 40.8006704,-73.93115 40.8005206,-73.930951 40.8001805,-73.930151 40.8705,-73.929931 40.7998905,-73.92972 40.79972","i{_xFzefbMyBvGUlACt@Rj@d@f@z@@`@W\\g@bA_DTk@b@i@`@a@n@YhAKjGYp@M`DTtCf@\\\\|@\\xBrA~@z@dBnD",BBBBBBBBBBBBBBBBBBBBBBB,MTA Bridges & Tunnels,4456450,Manhattan,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
298,6.21,436,-101,2025-06-24T11:39:04.000,4456498,"40.8251205,-73.83637 40.82442,-73.83629 40.82285,-73.836221 40.8214506,-73.836211 40.8189206,-73.83636 40.81526,-73.83669 40.81479,-73.83668","_tdxFhdtaMjCOxHMvGAxN\\zU`A\\\\|AA",BBBBBBB,NYC_DOT_LIC,4456498,Bronx,HRP S Lafayette Ave - BWB S Toll Plaza,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
191,9.32,458,0,2025-06-24T11:39:03.000,4620331,"40.8465405,-73.932021 40.84611,-73.93075 40.8452706,-73.92726 40.84496,-73.925931 40.8448206,-73.924811 40.8448206,-73.923691 40.84501,-73.92041 40.84523,-73.91556 40.8452404,-73.91198 40.8452006,-73.91082","{yhxFbzfbMtA}FfDyT\\\\|@iGZ_F?_Fe@oSk@i]AkUFgF",BBBBBBBBBB,PA-GWBridge,4620331,Bronx,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL),1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
190,9.94,422,0,2025-06-24T11:39:03.000,4620332,"40.84671,-73.931941 40.8460306,-73.930181 40.84539,-73.92753 40.8456,-73.925891 40.8448604,-73.92471 40.84488,-73.92327 40.8451305,-73.91885 40.8452706,-73.913131 40.84516,-73.909371",}zhxFryfbMfC_J~BqOlAgIZkFC_Hq@sZ[wb@ToV,BBBBBBBBB,PA-GWBridge,4620332,Bronx,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (L/LVL),1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
185,20.5,121,0,2025-06-24T11:39:03.000,4616267,"40.8304204,-73.850811 40.83156,-73.854671 40.83238,-73.857341 40.83312,-73.859891 40.83335,-73.86046 40.83352,-73.86113 40.8337406,-73.862011 40.83415,-73.86333 40.8345205,-73.86458 40.8350406,-73.866311","cuexFp~vaMcFbWcDtOsC\\\\|Nm@pBa@dCk@nDqAfGiAxFgBxI",BBBBBBBBBB,NYC_DOT_LIC,4616267,Bronx,CBE W CASTLE HILL AVENUE - TAYLOR AVENUE,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
349,54.05,27,0,2025-06-24T11:39:03.000,4329499,"40.6309004,-74.14569 40.63259,-74.145531 40.6343505,-74.145131 40.6352905,-74.144911 40.6395205,-74.143161 40.64452,-74.141111 40.64672,-74.140171 40.6474905,-74.13978 40.65243,-74.136261 40.6532706,-74.13549 40.65375,-74.13476 40.654011,-74.134041 40.654",cv~vFpqpcMqI_@_JoA{Dk@mY}Ig^yKwL{DyCmA{]_UgDyC_BqCs@oCUuBGkCDqDf@wYSgI]sDsAgIaByGcFuM,BBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4329499,Staten Island,MLK N WALKER STREET - NJ ROUTE 169,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
330,28.58,174,0,2025-06-24T11:39:03.000,4329507,"40.75719,-73.99724 40.76017,-74.00382 40.76185,-74.00725 40.76608,-74.01726",mkwwFvqsbMsQbh@oIlTmYp}@,BBBB,PA -Lincoln Tunnel,4329507,Manhattan,LINCOLN TUNNEL W NORTH TUBE NY - NJ,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
405,10.56,247,0,2025-06-24T11:39:03.000,4362314,"40.79782,-73.79339 40.793425,-73.79344 40.792794,-73.79337001 40.792,-73.79318 40.79086,-73.79276 40.79086,-73.79276 40.7901,-73.79252001 40.788326,-73.79229001 40.788055,-73.79212001 40.78792001,-73.79197 40.78779,-73.79155 40.78775,-73.79135001 40.78776","ki_xFtwkaMnZH\\\\|BM\\\\|Ce@bFsA??vCo@bJm@t@a@X]XsAFg@Aq@OgAkFgPw@wI",BBBBBBBBBBBBBBBB,NYC_DOT_LIC,4362314,Queens,TNB S Qns Anchorage - CIP S @ TNB,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
311,15.53,318,0,2025-06-24T11:39:03.000,4362342,"40.72966,-73.87775 40.730165,-73.87643 40.7304,-73.87567 40.73241,-73.86913001 40.734285,-73.86321001 40.735045,-73.86054 40.73563,-73.85867 40.736584,-73.85531 40.736944,-73.85327001 40.737285,-73.85184001","k_rwF\\\\|f\\\\|aMcBgGo@wCqK{g@uJ_d@wCuOuBuJ}D_TgAwKcA}G",BBBBBBBBBB,NYC_DOT_LIC,4362342,Queens,LIE E 84TH ST - 108TH ST,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
381,0,0,-101,2025-06-24T11:39:03.000,4616194,"40.608031,-74.13212 40.60759,-74.1409","egzvFt\\\\|mcMvA\\\\|u@",BB,NYC_DOT_LIC,4616194,Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
350,4.97,1513,-101,2025-06-24T11:39:03.000,4616196,"40.63092,-74.14592 40.62975,-74.14593 40.62877,-74.14579 40.6279506,-74.145671 40.62713,-74.145681 40.62637,-74.14586 40.6254205,-74.14618 40.6247506,-74.146381 40.6241006,-74.146661 40.6234004,-74.14704 40.6226006,-74.147501 40.6217506,-74.148181 40.6208","gv~vF~rpcMhF@bE[bDWbD@vCb@\\\\|D~@dCf@`Cv@jCjA~CzAhDfCrDjDfJ~IhDhDxB~AlDlBdEdArDp@jC\\\\|BjGvEtBjArCC\\\\|BmAtA_Cj@gDXgI^mCnBkD`AiC",BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616196,Staten Island,MLK S - SIE E WALKER STREET - WOOLEY AVENUE,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
439,54.05,52,0,2025-06-24T11:39:03.000,4616200,"40.5900505,-74.19356 40.59141,-74.19352 40.59413,-74.19266 40.5984005,-74.19099 40.59978,-74.19014 40.60139,-74.188741 40.60213,-74.187981","yvvvFv\\\\|ycMoGG_PkDuYmIsGiDaIwGsCwC",BBBBBBB,NYC_DOT_LIC,4616200,Staten Island,WSE S SOUTH AVENUE - VICTORY BOULEVARD,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
441,54.68,143,0,2025-06-24T11:39:03.000,4616201,"40.56058,-74.199581 40.568141,-74.192011 40.5700804,-74.190751 40.571991,-74.19015 40.5737105,-74.190041 40.5751205,-74.19029 40.5763306,-74.190571 40.5777,-74.19088 40.5899804,-74.19356","s~pvFjb{cMgn@in@cK{F}JwBwIUyGp@qFv@qG\\\\|@wkAvO",BBBBBBBBB,NYC_DOT_LIC,4616201,Staten Island,WSE S VICTORY BOULEVARD - ARDEN AVENUE,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
436,59.03,88,0,2025-06-24T11:39:03.000,4616202,"40.56058,-74.199581 40.55926,-74.20113 40.5584906,-74.202351 40.55789,-74.20363 40.55738,-74.20496 40.5561606,-74.209741 40.5558905,-74.210551 40.55516,-74.212471 40.55443,-74.213991 40.55386,-74.215 40.5529104,-74.21635 40.55187,-74.21765 40.5509404,-74.","s~pvFjb{cMfGtHxCrFvB~FdBhGrFz\\t@`DpC~JpCnHpBhE\\\\|DlGnEbGxDxDzMdL",BBBBBBBBBBBBBB,NYC_DOT_LIC,4616202,Staten Island,WSE S ARDEN AVENUE - BLOOMINGDALE ROAD,1750780884335,0080644c-0f10-4a6f-b80a-2fe7b2a6f155
