station,borough,trainno,equipmentno,equipmenttype,serving,ADA,isactive,nonNYCT,shortdescription,linesservedbyelevator,elevatorsgtfsstopid,elevatormrn,stationcomplexid,nextadanorth,nextadasouth,redundant,busconnections,alternativeroute
Jamaica Center-Parsons/Archer,,E/J/Z,ES447,ES,E platform to mezzanine for Parsons Blvd & Archer Ave exit,N,Y,N,E platform to mezzanine,E/J/Z,G05,278,278,,,0,"Q4, Q5, Q6, Q8, Q9, Q20A, Q20B, Q24, Q25, Q30, Q31, Q34, Q41, Q42, Q44 SBS, Q65, Q83, Q84, Q85, Q110, Q111, Q112, Q113, Q114",
Jamaica Center-Parsons/Archer,,E/J/Z,ES438,ES,mezzanine to Parsons Blvd & Archer Ave (SW corner),N,Y,N,Mezzanine to street,E/J/Z,G05,278,278,,,0,"Q4, Q5, Q6, Q8, Q9, Q20A, Q20B, Q24, Q25, Q30, Q31, Q34, Q41, Q42, Q44 SBS, Q65, Q83, Q84, Q85, Q110, Q111, Q112, Q113, Q114",
Jamaica Center-Parsons/Archer,,E/J/Z,ES439,ES,mezzanine to Parsons Blvd & Archer Ave (SW corner),N,Y,N,Mezzanine to street,E/J/Z,G05,278,278,,,0,"Q4, Q5, Q6, Q8, Q9, Q20A, Q20B, Q24, Q25, Q30, Q31, Q34, Q41, Q42, Q44 SBS, Q65, Q83, Q84, Q85, Q110, Q111, Q112, Q113, Q114",
Jamaica Van Wyck,,E,EL409,EL,89 Ave & Van Wyck Expwy (SW corner) to mezzanine for service in both directions,Y,Y,N,Street to mezzanine,E,G07,280,280,"279, E","259, E",0,"Q24, Q44 SBS (two blocks away, on Main Street), Q54, Q56, Q60",If you are on the street: Take a Jamaica-bound Q54 or Q56 (Jamaica and Van Wyck Expwy) to Jamaica Av and 147 Pl.  Proceed two blocks south to Sutphin Blvd and Jamaica Av.  Use elevators to enter the Sutphin Blvd-Archer Av E/J/Z Station. If you are on the mezzanine: See a station agent to re-enter faregate and use elevator to take a Jamaica-bound E to Sutphin Blvd-Archer Av E/J/Z Station.  Use elevators to exit station and take a Lafayette Av-bound Q24 or a Williamsburg Bridge Plz-bound Q54 (Jamaica Av & Sutphin Blvd) to Jamaica-Van Wyck E Station.
Jamaica Van Wyck,,E,EL408,EL,mezzanine to platform for service in both directions,Y,Y,N,Mezzanine to platform,E,G07,280,280,"279, E","259, E",0,"Q24, Q44 SBS (two blocks away, on Main Street), Q54, Q56, Q60","If you are on the mezzanine: Exit faregate and use elevator to exit station.  Then, take a Jamaica-bound Q54 orQ56 (Jamaica and Van Wyck Expwy) to Jamaica Av and 147 Pl.  Proceed two block south to Sutphin Blvd and Jamaica Av.  Use elevators to enter the Sutphin Blvd-Archer Av E/J/Z Station. If you are on the platform: Take a Jamaica-bound E to Sutphin Blvd-Archer Av E/J/Z Station.  Use elevators to exit staton and take a Lafayette Av-bound Q24 or a Williamsburg Bridge Plz-bound Q54 (Jamaica Av & Sutphin Blvd) to Jamaica-Van Wyck E Station."
Jamaica Van Wyck,,E,ES430,ES,mezzanine to 89 Ave & Van Wyck Expressway (SW corner),N,Y,N,Mezzanine to street,E,G07,280,280,,,0,"Q24, Q44 SBS (two blocks away, on Main Street), Q54, Q56, Q60",
Jamaica Van Wyck,,E,ES431,ES,89 Ave & Van Wyck Expressway (SW corner) to mezzanine,N,Y,N,Street to mezzanine,E,G07,280,280,,,0,"Q24, Q44 SBS (two blocks away, on Main Street), Q54, Q56, Q60",
Jamaica Van Wyck,,E,ES427,ES,mezzanine to Metropolitan Ave & Jamaica Ave (NE corner),N,Y,N,Mezzanine to street,E,G07,280,280,,,0,"Q24, Q44 SBS (two blocks away, on Main Street), Q54, Q56, Q60",
Jamaica Van Wyck,,E,ES428,ES,mezzanine to platform for service in both directions,N,Y,N,Mezzanine to platform,E,G07,280,280,,,0,"Q24, Q44 SBS (two blocks away, on Main Street), Q54, Q56, Q60",
Jamaica Van Wyck,,E,ES429,ES,platform to mezzanine for 89 Ave & Van Wyck Expressway exit,N,Y,N,Platform to mezzanine,E,G07,280,280,,,0,"Q24, Q44 SBS (two blocks away, on Main Street), Q54, Q56, Q60",
Jamaica-179 St,,F,EL433,EL,mezzanine to terminal platform,Y,Y,N,Mezzanine to terminal,F,F01,254,254,,,0,"Q1, Q2, Q3, Q17, Q36, Q43, Q76, Q77, Q110 (rush hours only) X68; NICE: N6, N22, N24 (N1, N22A, N26 rush hours only)","If you are on the platform:  Proceed to the ADA boarding area and inform the F train conductor of the need to ride the train as it changes to the Manhattan-bound direction. Ask the conductor to confirm that the F train will remain in service.  If yes, board the train and remain on it until it returns to the opposite track and then exit the station.  If the train will not remain in service, please wait for the next F train and follow the above instructions. Alternatively, you can also see a station agent for instructions on how to exit the station."
Jamaica-179 St,,F,EL432,EL,mezzanine to Manhattan-bound platform,Y,Y,N,Mezzanine to Manhattan-bound platform,F,F01,254,254,,,0,"Q1, Q2, Q3, Q17, Q36, Q43, Q76, Q77, Q110 (rush hours only) X68; NICE: N6, N22, N24 (N1, N22A, N26 rush hours only)","If you are on the mezzanine:  Use the nearby elevator to exit the station and take a Jamaica-bound Q43 bus (Hillside Av and 179 Place) to the terminal. Then either:  Transfer to a Manhattan-bound Q60 bus (Sutphin Blvd and Archer Av) to Kew Gardens-Union Tpke E/F station (Queens Blvd and Union Tpke).  Or, use elevators to enter Sutphin Blvd-Archer Av/JFK Airport station and take the Manhattan-bound E to Kew Gardens-Union Tpke."
Jamaica-179 St,,F,EL431,EL,179 Pl & Hillside Ave (SE corner) to mezzanine for Manhattan-bound service,Y,Y,N,Street to mezzanine,F,F01,254,254,,,0,"Q1, Q2, Q3, Q17, Q36, Q43, Q76, Q77, Q110 (rush hours only) X68; NICE: N6, N22, N24 (N1, N22A, N26 rush hours only)","If you are on the street:  Take a Jamaica-bound Q43 bus (Hillside Av and 179 Place) to the terminal, then either:  Transfer to a Manhattan-bound Q60 bus (Sutphin Blvd and Archer Av) to Queens Blvd and Union Tpke for Kew Gardens-Union Tpke E/F station.  Or, use elevators to enter Sutphin Blvd-Archer Av/JFK Airport E/J/Z station and take a Manhattan-bound E to Kew Gardens-Union Tpke.  If you are on the mezzanine:  See a station agent to re-enter through the faregate and use the elevator to take a Manhattan-bound F to Kew Gardens-Union Tpke. Then either:  Use elevators to exit the station and take a Jamaica-bound Q60 bus (Queens Blvd and Union Tpke) to Sutphin Blvd and 91 Av.  Or, use elevators to transfer to a Jamaica-bound E to Sutphin Blvd-Archer Av/JFK Airport. Then transfer to a Floral Park-bound Q43 bus (Sutphin Blvd and Archer Av) to Hillside Av and 180 St."
Jay St-Metro Tech,,A/C/F/R,ES356,ES,A/C/F mezzanine (Jay St & Willoughby St) to R platform for service in both directions,N,Y,N,A/C/F mezzanine to R platform,A/C/F/R,A41/R29,025/174,636,,,0,"B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B65, B67, B103",
Jay St-Metro Tech,,A/C/F/R,ES357,ES,R platform to mezzanine for A/C/F service and Jay St & Willoughby St exit,N,Y,N,R platform to mezzanine,A/C/F/R,A41/R29,025/174,636,,,0,"B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B65, B67, B103",
Jay St-Metro Tech,,A/C/F/R,EL708,EL,mezzanine to platform for Coney Island-bound F and Queens-bound A/C service,Y,Y,N,Mezzanine to Brooklyn-bound A/C/F,A/C/F,A41/R29,025/174,636,"172, A, C / 230, F","139, C / 181, A / 243, F",0,"B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B65, B67, B103","If you are on the mezzanine: Use the elevator on the other side of the mezzanine then either: Take a Manhattan-bound A or C to Fulton St and transfer across the platform to a Brooklyn-bound A or C. Or, take a Manhattan-bound F to Broadway-Lafayette and use elevators to transfer to a Brooklyn-bound F. If you are on the Brooklyn-bound A/C/F platform: Take a Euclid Av-bound A or C to Utica Av and either: Use elevators to transfer to a Manhattan-bound A or C to Jay St-MetroTech. Or, use the elevator to exit the station and take a Downtown Brooklyn-bound B25 bus (Fulton St and Malcolm X Blvd) to Fulton St and Jay St. Or, take a Coney Island-bound F to Church Av and use elevators to transfer to a Manhattan-bound F to Jay St-MetroTech."
Jay St-Metro Tech,,A/C/F/R,EL707,EL,mezzanine to Manhattan-bound A/C/F platform,Y,Y,N,Mezzanine to Manhattan-bound A/C/F,A/C/F,A41/R29,025/174,636,"172, A, C / 230, F","139, C / 181, A / 243, F",0,"B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B65, B67, B103","If you are on the mezzanine: Use the elevator on the other side of the mezzanine then either: Take a Euclid Av-bound A or C to Utica Av and use elevators to transfer to a Manhattan-bound A or C. Or, take a Coney Island-bound F to Church Av and use elevators to transfer to a Manhattan-bound F. If you are on the Manhattan-bound A/C/F platform: Take a Manhattan-bound A or C to Fulton St. Transfer across the platform to a Brooklyn-bound A or C to Jay St-MetroTech."
Jay St-Metro Tech,,A/C/F/R,EL706,EL,Jay St & Willoughby St (NW corner) to mezzanine for A/C/F/R service in both directions,Y,Y,N,Street to mezzanine,A/C/F/R,A41/R29,025/174,636,"172, A, C / 21, R / 230, F","139, C / 181, A / 243, F / 26, R",0,"B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B65, B67, B103","If you are on the street: Take a Ridgewood-bound B38 bus (Fulton St and Hoyt St) to Fulton St and Flatbush Av Extension. Then proceed north to DeKalb Av station for R service. For A/C/F, take a Manhattan-bound R from DeKalb Av to Jay St-MetroTech and use elevators to transfer. If you are on the mezzanine: See a station agent to re-enter through the faregate and use the elevator to take a Bay Ridge-bound R to DeKalb Av. Then use elevators to exit the station and take a Downtown Brooklyn-bound B38 bus to Fulton St and Jay St."
Jay St-Metro Tech,,A/C/F/R,ES317,ES,A/C/F/R mezzanine to Jay St & Willoughby St (NW corner),N,Y,N,Mezzanine to street,A/C/F,A41/R29,025/174,636,,,0,"B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B65, B67, B103",
Jay St-Metro Tech,,A/C/F/R,ES318,ES,Jay St & Willoughby St (NW corner) to mezzanine for A/C/F/R service,N,Y,N,Street to mezzanine,A/C/F,A41/R29,025/174,636,,,0,"B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B65, B67, B103",
Jay St-MetroTech,,A/C/F/R,EL327X,EL,Bridge St & Willoughby St (SE corner) to mezzanine for R service in both directions,N,Y,Y,Street to R mezzanine,R,A41/R29,025/174,636,"21, R","26, R",0,"B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B65, B67, B103",Alt route not available for this elevator. Please use TripPlanner for latest information.
Jay St-MetroTech,,A/C/F/R,EL709,EL,mezzanine to R platform for service in both directions,Y,Y,N,Mezzanine to R platform,R,A41/R29,025/174,636,"21, R","26, R",0,"B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B65, B67, B103",If you are on the mezzanine:  Exit via the faregate and use elevators to exit the station and take a Ridgewood-bound B38 bus (Fulton St and Hoyt St) to Fulton St and Flatbush Av Extension. Then proceed north to DeKalb Av B/Q/R.  If you are on the R platform:  Take a Bay Ridge-bound R to DeKalb Av. Exit the station and take a Downtown Brooklyn-bound B38 bus to Fulton St and Jay St.
Junction Blvd,,7,EL427,EL,overpass to Flushing Main St-bound platform,Y,Y,N,Overpass to Flushing-bound platform,7,707,451,451,"447, 7","454, 7",0,Q72,"Through June 28, 2025: If you are on the overpass: Take a Manhattan-bound 7 to 74 St-Broadway and use elevators to transfer to a Flushing-bound 7. If you are on the platform: Take a Flushing-bound 7 to Flushing-Main St, then either: Transfer to a Manhattan-bound 7 to Junction Blvd. Or, use the elevator to exit the station and take a Long Island City-bound Q66 bus (Main St and Roosevelt Av) to Northern Blvd and Junction Blvd. Transfer to a Rego Park-bound Q72 bus to Roosevelt Av and Junction Blvd.

Effective June 29, 2025:

If you are on the overpass: 
Take a Manhattan-bound 7 to 74 St-Broadway and use elevators to transfer to a Flushing-bound 7. 

If you are on the platform: 
Take a Flushing-bound 7 to Flushing-Main St, 
then either: 
Transfer to a Manhattan-bound 7 to Junction Blvd. 
Or, 
use the elevator to exit the station and take a Long Island City-bound Q63 or Q66 bus (Main St and Roosevelt Av) to Northern Blvd and Junction Blvd. Transfer to a Rego Park-bound Q72 bus to Roosevelt Av and Junction Blvd."
Junction Blvd,,7,EL426,EL,overpass to Manhattan-bound platform,Y,Y,N,Overpass to Manhattan-bound platform,7,707,451,451,"447, 7","454, 7",0,Q72,"If you are on the overpass: Take a Flushing-bound 7 to Flushing-Main St. Transfer on the same level to a Manhattan-bound 7 to Junction Blvd. If you are on the platform: Take a Manhattan-bound 7 to 74 St-Broadway, then either: Use elevators to transfer to a Flushing-bound 7 to Junction Blvd. Or, use elevators to exit the station and take an East Elmhurst-bound Q49 bus (74 St and Roosevelt Av) to 92 St and Astoria Blvd. Transfer to a Rego Park-bound Q72 bus to Roosevelt Av and Junction Blvd."
Junction Blvd,,7,EL425,EL,Roosevelt Ave & Junction Blvd (NE corner) to mezzanine and overpass for service in both directions,Y,Y,N,Street to mezzanine & overpass,7,707,451,451,"447, 7","454, 7",0,Q72,"Through June 28, 2025: 

If you are on the street:  Take a LaGuardia-bound Q72 bus then either: For Manhattan, transfer at Junction Blvd and Northern Blvd to a Jackson Hts-bound Q49 bus to the end of the route. Enter the subway at Jackson Hts-Roosevelt Av E/F/M/R/7.  For Flushing-Main St, transfer at Junction Blvd and Roosevelt Av to a Flushing-bound Q66 bus to the end of the route. If you are on the overpass: Take a Flushing-bound 7 to Flushing-Main St. Use the elevator to exit the station and take a Long Island City-bound Q66 bus (Main St and Roosevelt Av) to Northern Blvd and Junction Blvd. Transfer to a Rego Park-bound Q72 bus to Roosevelt Av and Junction Blvd.

Effective June 29, 2025:

If you are on the street: 
Take a LaGuardia-bound Q72 bus, 
then either: 
For Manhattan, transfer at Junction Blvd and Northern Blvd to a Jackson Hts-bound Q49 bus to the end of the route. Enter the subway at Jackson Hts-Roosevelt Av E/F/M/R/7.  
For Flushing-Main St, transfer at Junction Blvd and Roosevelt Av to a Flushing-bound Q63 or Q66 bus to the end of the route. 

If you are on the overpass: 
Take a Flushing-bound 7 to Flushing-Main St. Use the elevator to exit the station and take a Long Island City-bound Q63 or Q66 bus (Main St and Roosevelt Av) to Northern Blvd and Junction Blvd. Transfer to a Rego Park-bound Q72 bus to Roosevelt Av and Junction Blvd."
Kew Gardens-Union Tpke,,E/F,EL435,EL,mezzanine to Jamaica-bound platform,Y,Y,N,Mezzanine to Jamaica-bound platform,E/F,F06,259,259,"254, F / 280, E","261, E, F",0,"Q10 (Q10 goes to JFK Airport), Q37, Q46, Q60, QM21, X63, X64, X68","If you are on the mezzanine: Use elevator to take a Manhattan-bound E or F to Forest Hills-71 Av and then use elevators to take Jamaica-bound E or F. If you are on the platform: Take a Jamaica-bound E train to Jamaica Van Wyck and then transfer across the platform to a Manhattan-bound E train to Kew Gardens-Union Tpke. Or, take a Jamaica-bound F train to 179th Street and then use elevators to take a Manhattan-bound F train to Kew Gardens-Union Tpke."
Kew Gardens-Union Tpke,,E/F,EL434,EL,Kew Gardens Rd & Union Tpke (SW corner) to mezzanine for service in both directions,Y,Y,N,Street to mezzanine,E/F,F06,259,259,"254, F / 280, E","261, E, F",0,"Q10 (Q10 goes to JFK Airport), Q37, Q46, Q60, QM21, X63, X64, X68",If you are on the street:  Take a East Midtown-bound Q60 (Queens Blvd/Union Tpke) to Queens Blvd and 108 St for the Forest Hills-71st Av E/F/M/R Station.  If you are on the mezzanine:  See a station agent to re-enter faregate and use elevator to take a Manhattan-bound E or F to Forest Hills 71 Av and then use elevators to exit station and take a South Jamaica-bound Q60 (Queens Blvd/71 Av) to Union Tpke.
Kew Gardens-Union Tpke,,E/F,EL436,EL,mezzanine to Manhattan-bound platform,Y,Y,N,Mezzanine to Manhattan-bound platform,E/F,F06,259,259,"254, F / 280, E","261, E, F",0,"Q10 (Q10 goes to JFK Airport), Q37, Q46, Q60, QM21, X63, X64, X68","If you are on the mezzanine:  Use elevator to take a Jamaica-bound E train to Jamaica Van Wyck and transfer across the platform to a Manhattan-bound E train.  Or, use elevator to exit station and take a East Midtown-bound Q60 (Queens Blvd/Union Tpke) to Queens Blvd and 108 St for the Forest Hills-71st Av E/F/M/R Station.  If you are on the platform:  Take a Manhattan-bound E or F to Forest Hills-71 Av and then either: Use elevators to take Jamaica-bound E or F to Kew Gardens-Union Tpke Station. Use elevators to exit station and take a South Jamaica-bound Q60 (Queens Blvd and 71 Av) to Union Tpke."
Kings Hwy,,B/Q,EL761,EL,South side of Kings Hwy (west of 16 St) to Brighton Beach and Coney Island-bound platform,Y,Y,N,Street to Brooklyn-bound platform,B/Q,D35,051,51,"42, B, Q","58, Q",0,"B2, B7, B31, B82, B82 SBS, B100","If you are on the street: Take a Manhattan-bound B or Q to Prospect Park and use elevators to transfer to a Coney Island-bound B or Q. Or, take a westbound B82 bus or B82 SBS to Bay Pkwy D station and use the elevator for subway service. If you are on the platform: Take a Coney Island-bound Q to Coney Island-Stillwell Av and transfer on the same platform to a Manhattan-bound Q to Kings Hwy."
Kings Hwy,,B/Q,EL760,EL,South side of Kings Hwy (west of 16 St) to Manhattan-bound platform,Y,Y,N,Street to Manhattan-bound platform,B/Q,D35,051,51,"42, B, Q","58, Q",0,"B2, B7, B31, B82, B82 SBS, B100","If you are on the street: Take a Coney Island-bound Q to Coney Island-Stillwell Av and transfer on the same platform to a Manhattan-bound Q. Or, take a westbound B82 bus or B82 SBS to Bay Pkwy D station and use the elevator for subway service. If you are on the platform: Take a Manhattan-bound B or Q to Prospect Park, then either: Use elevators to transfer to a Coney Island-bound B or Q to Kings Hwy. Or, take a Kings Plaza or Bergen Beach-bound B41 bus (Flatbush Av). At Kings Hwy, transfer to a Coney Island-bound B82 bus or B82 SBS to E 16 St."
Kingsbridge Rd,,B/D,EL191,EL,mezzanine to Manhattan-bound platform,Y,Y,N,Mezzanine to Manhattan-bound platform,B/D,D04,212,212,"211, D","215, B, D",0,"Bx1, Bx2, Bx9, Bx22, Bx28, Bx38, Bx32, Bx34 east of the station, BxM4","If you are on the mezzanine: 
Use elevator to take a Bronx-bound B or D to Bedford Pk Blvd. Then, use elevators to 
transfer to a Manhattan-bound B or D.
If you are on the platform: 
Take a Manhattan-bound B or D train to 161 St - Yankee Stadium. Then, use elevators to 
transfer to a Bronx-bound B or D to Kingsbridge Rd."
Kingsbridge Rd,,B/D,EL190,EL,mezzanine to platform for Bedford Pk Blvd and Norwood 205 St-bound service,Y,Y,N,Mezzanine to Bronx-bound platform,B/D,D04,212,212,"211, D","215, B, D",0,"Bx1, Bx2, Bx9, Bx22, Bx28, Bx38, Bx32, Bx34 east of the station, BxM4","If you are on the mezzanine:
Exit through the faregate and use elevator to exit the station. Then, take a Riverdalebound Bx1 LTD or Kingsbridge Hts-bound Bx2 bus (Grand Concourse and E Kingsbridge 
Rd) to Bedford Pk Blvd. 
If you are on the platform:
Take a Bronx-bound B or D to Bedford Pk Blvd.
Then either: 
Use elevators to transfer to a Manhattan-bound B or D to Kingsbridge Rd. 
Or,
Use elevators to exit the station and take a Mott Haven-bound Bx1 LTD or Bx2 bus 
(Grand Concourse and Bedford Pk Blvd) to E Kingsbridge Rd."
Kingsbridge Rd,,B/D,EL189,EL,Kingsbridge Rd & Grand Concourse (SE corner) to mezzanine for service in both directions,Y,Y,N,Street to mezzanine,B/D,D04,212,212,"211, D","215, B, D",0,"Bx1, Bx2, Bx9, Bx22, Bx28, Bx38, Bx32, Bx34 east of the station, BxM4","If you are on the street:
Take a Riverdale-bound Bx1 LTD or Kingsbridge Hts-bound Bx2 bus (Grand Concourse 
and E Kingsbridge Rd) to Bedford Pk Blvd. Then, use elevators to enter station for 
Manhattan-bound B/D service.
If you are on the mezzanine: 
See a station agent to re-enter through the faregate and use elevator to take a Bronxbound B or D to Bedford Pk Blvd. Then, use elevators to exit the station and take a Mott 
Haven-bound Bx1 LTD or Bx2 bus (Grand Concourse and Bedford Pk Blvd) to E 
Kingsbridge Rd."
Lexington Av/53 St,,E/M/6,ES269,ES,6 mezzanine (53 St & Lexington Ave) to E/M platform for service in both directions,N,Y,N,6 mezzanine to E/M platform,E/M,630/F11,275/401,612,,,0,"M50; M101, M102, M103 (all southbound; northbound at 3 Av); SIM6, SIM11, SIM22, SIM26",
Lexington Av/53 St,,E/M/6,ES243,ES,E/M platform to mezzanine for 6 service and 53 St & Lexington Ave exit,N,N,N,E/M platform to 6 mezzanine,E/M,630/F11,275/401,612,,,0,"M50; M101, M102, M103 (all southbound; northbound at 3 Av); SIM6, SIM11, SIM22, SIM26",
Lexington Av/53 St,,E/M/6,ES246,ES,mezzanine (53 St & 3rd Ave) to E/M platform for service in both directions,N,Y,N,Mezzanine to E/M platform,E/M,630/F11,275/401,612,,,0,"M50; M101, M102, M103 (all southbound; northbound at 3 Av); SIM6, SIM11, SIM22, SIM26",
Lexington Av/53 St,,E/M/6,ES244,ES,E/M platform to mezzanine for 6 service and 53 St & Lexington Ave exit,N,N,N,E/M platform to 6 mezzanine,E/M,630/F11,275/401,612,,,0,"M50; M101, M102, M103 (all southbound; northbound at 3 Av); SIM6, SIM11, SIM22, SIM26",
Lexington Av/53 St,,E/M/6,ES245,ES,E/M platform to mezzanine for 53 St & 3rd Ave exit,N,Y,N,E/M platform to mezzanine,E/M,630/F11,275/401,612,,,0,"M50; M101, M102, M103 (all southbound; northbound at 3 Av); SIM6, SIM11, SIM22, SIM26",
Lexington Av/53 St,,E/M/6,ES600X,ES,6/E/M mezzanine to 52 St & Lexington Ave (NE corner),N,Y,Y,6/E/M mezzanine to street,E/M,630/F11,275/401,612,,,0,"M50; M101, M102, M103 (all southbound; northbound at 3 Av); SIM6, SIM11, SIM22, SIM26",
Lexington Av/53 St,,E/M/6,ES254X,ES,E/M platform to mezzanine for 6 service and 53 St & Lexington Ave exit,N,Y,Y,E/M platform to 6 mezzanine,E/M,630/F11,275/401,612,,,0,"M50; M101, M102, M103 (all southbound; northbound at 3 Av); SIM6, SIM11, SIM22, SIM26",
Lexington Av/53 St,,E/M/6,EL245,EL,mezzanine to E/M platform for service in both directions,Y,Y,N,Mezzanine to E/M platform,E/M,630/F11,275/401,612,"273, E / 274, M","162, E / 225, M",0,"M50; M101, M102, M103 (all southbound; northbound at 3 Av); SIM6, SIM11, SIM22, SIM26","If you are on the mezzanine: For M, take the elevator to access the downtown 6 and transfer via elevators at Bleecker St to Broadway-Lafayette St B, D, F, M. Or, exit station and take a West Side-bound M50 bus (E 49 St and Lexington Av) to 6 Av for the B, F, M or to 8 Av for downtown C, E. Note: 50 St C, E station is accessible for downtown service only. For uptown E service, take a downtown C or E and transfer via elevators at 42 St/Port Authority. If you are on the E/M platform: Take a downtown M to 47-50 Sts- Rockefeller Ctr. Exit station and take an M50 bus (50 St between 6 Av and 5 Av) to Lexington Av. Or, take a downtown E to 50 St. Exit station and take an M50 bus (50 St between 8 Av and 7 Av) to Lexington Av."
Lexington Av/53 St,,E/M/6,ES253X,ES,downtown 6 underpass to mezzanine for E/M service and 52 St & Lexington Ave exit,N,Y,Y,Downtown 6 underpass to E/M mezzanine,E/M,630/F11,275/401,612,,,0,"M50; M101, M102, M103 (all southbound; northbound at 3 Av); SIM6, SIM11, SIM22, SIM26",
Lexington Av/59 St,,N/R/W/4/5/6,ES248,ES,N/R/W platform to mezzanine for 3rd Ave & 60 St exit,N,Y,N,N/R/W platform to mezzanine,N/R/W,629/R11,007/400,613,,,0,,
Lexington Av/59 St,,N/R/W/4/5/6,ES249,ES,mezzanine (3rd Ave & 60 St) to N/R/W platform for service in both directions,N,Y,N,Mezzanine to N/R/W platform,N/R/W,629/R11,007/400,613,,,0,,
Lexington Av/59 St,,N/R/W/4/5/6,ES215,ES,N/R/W platform to downtown 6 platform and access to street,N,Y,N,N/R/W platform to downtown 6 platform,N/R/W,629/R11,007/400,613,,,0,,
Lexington Av/63 St,,F/Q,EL444,EL,3rd Ave & 63 St (NW corner) to mezzanine for service in both directions,Y,Y,N,Street to mezzanine,F/Q,B08,223,223,"222, F / 477, Q","225, F / 317, Q",1,"M101, M102, M103, Q32, BxM1",If you are on the street: Proceed to other entrance with elevators at 63 St and Lexington Av. If you are on the mezzanine:  See a station agent to re-enter fare gate and take elevator to uptown F/Q platform. Proceed to other end of the uptown F/Q platform and take elevators to the street.
Lexington Av/63 St,,F/Q,EL443,EL,3rd Ave mezzanine to platforms for service in both directions,Y,Y,N,Mezzanine to platforms,F/Q,B08,223,223,"222, F / 477, Q","225, F / 317, Q",1,"M101, M102, M103, Q32, BxM1",Use an adjacent elevator.
